municipality_geoid,county_name,municipality_name,police_service_type,provider_name,provider_ori,service_area_id,admitted_concurrent_oris,adjudicated_alias_oris,target_year_disposition,municipality_population,source_url,source_modified_utc
4200337000,Allegheny,Ingram Borough,Municipal Police Force,Ingram Boro,PA0027400,42:police_service:PA0027400,,,2024_provider_identity_reviewed,3391,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200337955,Allegheny,Jefferson Hills Borough,Municipal Police Force,Jefferson Hills Boro,PA0027500,42:police_service:PA0027500,,,2024_provider_identity_reviewed,12424,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200339312,Allegheny,Kennedy Township,Municipal Police Force,Kennedy Twp,PA0020F00,42:police_service:PA0020F00,,,2024_active_official_provider,8701,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200339624,Allegheny,Kilbuck Township,Police Service contracted from another municipality,Ohio Twp,PA0021A00,42:police_service:PA0021A00,,,2024_provider_identity_reviewed,773,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200342368,Allegheny,Leet Township,Municipal Police Force,Leet Twp,PA0021I00,42:police_service:PA0021I00,,,2024_active_official_provider,1624,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200342392,Allegheny,Leetsdale Borough,Municipal Police Force,Leetsdale Boro,PA0027600,42:police_service:PA0027600,,,2024_provider_identity_reviewed,1162,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200343064,Allegheny,Liberty Borough,Municipal Police Force,Liberty Boro,PA0027700,42:police_service:PA0027700,,,2024_provider_identity_reviewed,2355,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200343408,Allegheny,Lincoln Borough,Municipal Police Force,Lincoln Boro,PA0027800,42:police_service:PA0027800,,,2024_provider_identity_reviewed,932,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200345900,Allegheny,McCandless Township,Municipal Police Force,Mccandless Twp,PA0023400,42:police_service:PA0023400,,,2024_provider_identity_reviewed,29698,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200346256,Allegheny,McKeesport City,Municipal Police Force,Mckeesport City,PA0021300,42:police_service:PA0021300,,,2024_fbi_covered_by,17727,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200346264,Allegheny,McKees Rocks Borough,Municipal Police Force,Mckees Rocks Boro,PA0021400,42:police_service:PA0021400,,,2024_provider_identity_reviewed,5920,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200347696,Allegheny,Marshall Township,Regional Police Service,Northern Regional Police Department,PA0021B00,42:police_service:PA0021B00,,,2024_fbi_covered_by,10080,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200349920,Allegheny,Millvale Borough,Municipal Police Force,Millvale Boro,PA0021500,42:police_service:PA0021500,,,2024_provider_identity_reviewed,3376,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200350528,Allegheny,Monroeville Borough,Municipal Police Force,Monroeville Boro,PA0021600,42:police_service:PA0021600,,,2024_provider_identity_reviewed,28640,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200350784,Allegheny,Moon Township,Municipal Police Force,Moon Twp,PA0023500,42:police_service:PA0023500,,,2024_active_official_provider,27240,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200351696,Allegheny,Mount Lebanon Township,Municipal Police Force,Mt Lebanon Twp,PA0021700,42:police_service:PA0021700,,,2024_provider_identity_reviewed,34075,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200351744,Allegheny,Mount Oliver Borough,Municipal Police Force,Mount Oliver Boro,PA0027900,42:police_service:PA0027900,,,2024_provider_identity_reviewed,3394,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200352320,Allegheny,Munhall Borough,Municipal Police Force,Munhall Boro,PA0023600,42:police_service:PA0023600,,,2024_provider_identity_reviewed,10774,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200353136,Allegheny,Neville Township,Police Service contracted from another municipality,Ohio Twp,PA0021A00,42:police_service:PA0021A00,,,2024_provider_identity_reviewed,1108,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200354816,Allegheny,North Braddock Borough,Regional Police Service,Eastern Regional Mon Valley Police Department,PA002B800,42:police_service:PA002B800,PA0023000,,2024_transition_concurrent_reporters,4320,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200355016,Allegheny,North Fayette Township,Municipal Police Force,North Fayette Twp,PA0020Y00,42:police_service:PA0020Y00,,,2024_active_official_provider,16167,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200355488,Allegheny,North Versailles Township,Municipal Police Force,North Versailles Twp,PA0023900,42:police_service:PA0023900,,,2024_provider_identity_reviewed,10074,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200355840,Allegheny,Oakdale Borough,Municipal Police Force,Oakdale Boro,PA0028000,42:police_service:PA0028000,,,2024_provider_identity_reviewed,1475,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200356088,Allegheny,Oakmont Borough,Municipal Police Force,Oakmont Boro,PA0021800,42:police_service:PA0021800,,,2024_provider_identity_reviewed,6758,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200356384,Allegheny,O'Hara Township,Municipal Police Force,Ohara Twp,PA0020Z00,42:police_service:PA0020Z00,,,2024_provider_identity_reviewed,9284,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200356392,Allegheny,Ohio Township,Municipal Police Force,Ohio Twp,PA0021A00,42:police_service:PA0021A00,,,2024_provider_identity_reviewed,7178,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200359032,Allegheny,Penn Hills Township,Municipal Police Force,Penn Hills Twp,PA0021900,42:police_service:PA0021900,,,2024_provider_identity_reviewed,41059,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200359152,Allegheny,Pennsbury Village Borough,Police Service contracted from another municipality,Carnegie Boro,PA0020500,42:police_service:PA0020500,,,2024_provider_identity_reviewed,677,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200360272,Allegheny,Pine Township,Regional Police Service,Northern Regional Police Department,PA0021B00,42:police_service:PA0021B00,,,2024_provider_identity_reviewed,14691,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200360712,Allegheny,Pitcairn Borough,Municipal Police Force,Pitcairn Boro,PA0028300,42:police_service:PA0028300,,,2024_fbi_covered_by,3101,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200361000,Allegheny,Pittsburgh City,Municipal Police Force,Pittsburgh City,PAPPD0000,42:police_service:PAPPD0000,,,2024_provider_identity_reviewed,302971,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200361328,Allegheny,Pleasant Hills Borough,Municipal Police Force,Pleasant Hills Boro,PA0022100,42:police_service:PA0022100,,,2024_provider_identity_reviewed,8504,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200361536,Allegheny,Plum Borough,Municipal Police Force,Plum Boro,PA0028500,42:police_service:PA0028500,,,2024_provider_identity_reviewed,27144,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200362320,Allegheny,Port Vue Borough,Municipal Police Force,Port Vue Boro,PA0028600,42:police_service:PA0028600,,,2024_provider_identity_reviewed,3680,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200363408,Allegheny,Rankin Borough,Regional Police Service,Eastern Regional Mon Valley Police Department,PA002B800,42:police_service:PA002B800,PA0023000,,2024_transition_concurrent_reporters,1896,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200364240,Allegheny,Reserve Township,Municipal Police Force,Reserve Twp,PA0020G00,42:police_service:PA0020G00,,,2024_active_official_provider,3255,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200364528,Allegheny,Richland Township,Regional Police Service,Northern Regional Police Department Of Allegheny County,PA0021B00,42:police_service:PA0021B00,,,2024_fbi_covered_by,11942,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200365352,Allegheny,Robinson Township,Municipal Police Force,Robinson Twp,PA0024000,42:police_service:PA0024000,,,2024_active_official_provider,15503,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200366264,Allegheny,Ross Township,Municipal Police Force,Ross Twp,PA0022200,42:police_service:PA0022200,,,2024_active_official_provider,33567,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200366320,Allegheny,Rosslyn Farms Borough,Police Service contracted from another municipality,Scott Twp,PA0024100,42:police_service:PA0024100,,,2024_fbi_covered_by,441,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200368388,Allegheny,Scott Township,Municipal Police Force,Scott Twp,PA0024100,42:police_service:PA0024100,,,2024_active_official_provider,17649,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200369376,Allegheny,Sewickley Borough,Municipal Police Force,Sewickley Boro,PA0022300,42:police_service:PA0022300,,,2024_fbi_covered_by,3907,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200369400,Allegheny,Sewickley Heights Borough,Municipal Police Force,Sewickley Heights Boro,PA0022400,42:police_service:PA0022400,,,2024_provider_identity_reviewed,857,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200369416,Allegheny,Sewickley Hills Borough,Police Service contracted from another municipality,Ohio Twp,PA0021A00,42:police_service:PA0021A00,,,2024_provider_identity_reviewed,689,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200369584,Allegheny,Shaler Township,Municipal Police Force,Shaler Twp,PA0024200,42:police_service:PA0024200,,,2024_active_official_provider,28132,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200369776,Allegheny,Sharpsburg Borough,Municipal Police Force,Sharpsburg Boro,PA0029000,42:police_service:PA0029000,,,2024_provider_identity_reviewed,3187,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200372160,Allegheny,South Fayette Township,Municipal Police Force,South Fayette Twp,PA0020J00,42:police_service:PA0020J00,,,2024_active_official_provider,18358,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200372400,Allegheny,South Park Township,Municipal Police Force,South Park Twp,PA0021E00,42:police_service:PA0021E00,,,2024_active_official_provider,13727,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200372568,Allegheny,South Versailles Township,Police Service contracted from another municipality,White Oak Boro,PA0020K00,42:police_service:PA0020K00,,,2024_provider_identity_reviewed,310,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200372960,Allegheny,Springdale Borough,Municipal Police Force,Springdale Boro,PA0029100,42:police_service:PA0029100,,,2024_provider_identity_reviewed,3400,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200372968,Allegheny,Springdale Township,Regional Police Service,Allegheny Valley Regional Police Department,PA0021U00,42:police_service:PA0021U00,,,2024_fbi_covered_by,1540,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200374648,Allegheny,Stowe Township,Municipal Police Force,Stowe Twp,PA0024300,42:police_service:PA0024300,,,2024_active_official_provider,6426,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200375816,Allegheny,Swissvale Borough,Regional Police Service,Swissvale - Braddock Hills Regional Police Department,PA0024400,42:police_service:PA0024400,,,2024_provider_identity_reviewed,8624,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200376104,Allegheny,Tarentum Borough,Municipal Police Force,Tarentum Boro,PA0029200,42:police_service:PA0029200,,,2024_fbi_covered_by,4352,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200376560,Allegheny,Thornburg Borough,Police Service contracted from another municipality,Crafton Boro,PA0026100,42:police_service:PA0026100,,,2024_fbi_covered_by,466,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200377912,Allegheny,Turtle Creek Borough,Municipal Police Force,Turtle Creek Boro,PA0024500,42:police_service:PA0024500,,,2024_provider_identity_reviewed,5114,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200379274,Allegheny,Upper St. Clair Township,Municipal Police Force,Upper St Clair Twp,PA0022500,42:police_service:PA0022500,,,2024_active_official_provider,21160,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200380032,Allegheny,Verona Borough,Municipal Police Force,Verona Boro,PA0029400,42:police_service:PA0029400,,,2024_provider_identity_reviewed,2492,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200380040,Allegheny,Versailles Borough,Municipal Police Force,Versailles Boro,PA0029500,42:police_service:PA0029500,,,2024_provider_identity_reviewed,1476,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200380600,Allegheny,Wall Borough,Police Service contracted from another municipality,East Mckeesport Boro,PA0026300,42:police_service:PA0026300,,,2024_fbi_covered_by,519,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200382800,Allegheny,West Deer Township,Municipal Police Force,West Deer Twp,PA0021D00,42:police_service:PA0021D00,,,2024_active_official_provider,12262,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
