ori9,year,header_months,agency_indicator,city_name,header_population,state_abbr,in_nibrs_lane,in_srs_lane,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,defect,absent_from_both_lanes
WV0460300,2022,12,other agencies,farmington,0.0,WV,False,True,DNR TAYLOR COUNTY,special_jurisdiction,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0460700,2022,1,other agencies,charleston,0.0,WV,False,True,SFM TAYLOR COUNTY,special_jurisdiction,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0470300,2022,11,other agencies,farmington,0.0,WV,False,True,DNR TUCKER COUNTY,special_jurisdiction,0.0,093,99093,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0480500,2022,1,other agencies,parkersburg,0.0,WV,False,True,DNR TYLER COUNTY,special_jurisdiction,0.0,095,99095,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0520700,2022,12,other agencies,farmington,0.0,WV,False,True,DNR WETZEL COUNTY,special_jurisdiction,0.0,103,99103,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0540400,2022,1,other agencies,parkersburg,0.0,WV,False,True,DNR WOOD COUNTY,special_jurisdiction,0.0,107,62140,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WVWSP6200,2022,1,state police,charleston,0.0,WV,False,True,SP PKWY AUTH KANAWHA CO,state_law_enforcement,0.0,039,14600,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0130600,2021,3,city,miami,479262.0,FL,False,True,MIAMI,local_police,480505.0,086,45000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MD0140100,2021,2,county,ellicott city,336876.0,MD,False,True,HOWARD COUNTY POLICE DEP,local_police,341435.0,027,99027,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA0301500,2021,2,city,orange,138312.0,CA,False,True,ORANGE,local_police,141108.0,059,53980,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0470000,2021,12,county,huntsville,133151.0,AL,False,True,MADISON,sheriff,137476.0,089,99089,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0430100,2021,5,city,allen,112186.0,TX,False,True,ALLEN,local_police,114696.0,085,01924,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0450600,2021,2,city,elgin,110380.0,IL,False,True,ELGIN,local_police,113205.0,089,23074,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0450000,2021,3,county,yulee,78448.0,FL,False,True,NASSAU,sheriff,93258.0,089,99089,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0470200,2021,12,city,madison,53663.0,AL,False,True,MADISON,local_police,62087.0,089,45784,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0670000,2021,1,county,west bend,49674.0,WI,False,True,WASHINGTON,sheriff,49674.0,131,99131,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ID0280200,2021,4,city,post falls,40252.0,ID,False,True,POST FALLS,local_police,46927.0,055,64810,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0031700,2021,4,city,willingboro,32053.0,NJ,False,True,WILLINGBORO TOWNSHIP,local_police,32211.0,005,81440,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0071600,2021,1,city,nutley,29666.0,NJ,False,True,NUTLEY TOWNSHIP,local_police,30014.0,013,53680,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0300000,2021,12,county,brewton,19196.0,AL,False,True,ESCAMBIA,sheriff,19554.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0200200,2021,1,city,saint marys,19021.0,GA,False,True,ST MARYS,local_police,19882.0,039,67984,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0390100,2021,12,city,scottsboro,14333.0,AL,False,True,SCOTTSBORO,local_police,15960.0,071,68736,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI3513500,2021,12,county,tawas city,14024.0,MI,False,True,IOSCO,sheriff,14024.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MA0094900,2021,12,city,wayland,13911.0,MA,False,True,WAYLAND,local_police,14088.0,017,73790,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0163500,2021,1,city,forest park,13472.0,IL,False,True,FOREST PARK,local_police,13919.0,031,26935,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0025000,2021,12,city,ridgefield park,13389.0,NJ,False,True,RIDGEFIELD PARK,local_police,13401.0,003,62940,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0070500,2021,1,city,cedar grove,13377.0,NJ,False,True,CEDAR GROVE TOWNSHIP,local_police,13822.0,013,11200,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0169200,2021,5,city,richton park,13085.0,IL,False,True,RICHTON PARK,local_police,13485.0,031,63706,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0150400,2021,2,city,beachwood,11988.0,NJ,False,True,BEACHWOOD,local_police,11988.0,029,04180,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OR0030800,2021,8,city,sandy,11773.0,OR,False,True,SANDY,local_police,13100.0,005,65250,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0130300,2021,1,city,florida city,11704.0,FL,False,True,FLORIDA CITY,local_police,12485.0,086,22975,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0453400,2021,2,city,campton hills,11061.0,IL,False,True,CAMPTON HILLS,local_police,11305.0,089,10906,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CA0490700,2021,1,city,sonoma,11005.0,CA,False,True,SONOMA,local_police,11323.0,097,72646,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0880000,2021,8,county,upper sandusky,10998.0,OH,False,True,WYANDOT,sheriff,11432.0,175,99175,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MS0550100,2021,2,city,picayune,10814.0,MS,False,True,PICAYUNE,local_police,11860.0,109,57160,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0100000,2021,12,county,greenville,10410.0,AL,False,True,BUTLER,sheriff,10410.0,013,99013,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0600000,2021,1,county,mission,10316.0,SD,False,True,TODD,sheriff,10316.0,121,99121,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0026900,2021,2,city,wood ridge,9867.0,NJ,False,True,WOOD RIDGE,local_police,10449.0,003,82570,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0640000,2021,1,county,carrizo springs,9817.0,TX,False,True,DIMMIT,sheriff,10447.0,127,99127,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0500400,2021,12,city,boaz,9731.0,AL,False,True,BOAZ,local_police,10455.0,095,07912,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KS0670100,2021,3,city,chanute,8979.0,KS,False,True,CHANUTE,local_police,9046.0,133,12500,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0230300,2021,1,city,paris,8076.0,IL,False,True,PARIS,local_police,8288.0,045,57628,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SD0540000,2021,2,county,sisseton,7495.0,SD,False,True,ROBERTS,sheriff,7729.0,109,99109,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0670700,2021,1,city,jackson,7304.0,WI,False,True,JACKSON,local_police,8051.0,131,37700,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0550200,2021,2,city,st augustine beach,7241.0,FL,False,True,ST AUGUSTINE BEACH,local_police,7241.0,109,62525,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
FL0570200,2021,1,city,gulf breeze,7219.0,FL,False,True,GULF BREEZE,local_police,7219.0,113,28000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MD0172200,2021,1,city,riverdale,7217.0,MD,False,True,RIVERDALE PARK,local_police,7330.0,033,66635,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0900000,2021,1,county,lincolnton,6523.0,GA,False,True,LINCOLN,sheriff,6575.0,181,99181,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0070000,2021,11,county,grantsville,6404.0,WV,False,True,CALHOUN,sheriff,6711.0,013,99013,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI2542600,2021,1,city,gaines,6107.0,MI,False,True,GAINES TOWNSHIP,local_police,6265.0,049,,leaic_crosswalk,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WA0391300,2021,2,city,wapato,4971.0,WA,False,True,WAPATO,local_police,5045.0,077,76125,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0380300,2021,1,city,senoia,4654.0,GA,False,True,SENOIA,local_police,6263.0,077,69672,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX2050200,2021,1,city,mathis,4648.0,TX,False,True,MATHIS,local_police,4797.0,409,47040,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0690400,2021,1,city,oakwood,4342.0,GA,False,True,OAKWOOD,local_police,7029.0,139,57260,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0310400,2021,12,city,westover,4243.0,WV,False,True,WESTOVER,local_police,4244.0,061,85996,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ND0430000,2021,12,county,fort yates,4168.0,ND,False,True,SIOUX,sheriff,4360.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA0500000,2021,1,county,statenville,3994.0,GA,False,True,ECHOLS,sheriff,3999.0,101,99101,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MO0520000,2021,3,county,edina,3922.0,MO,False,True,KNOX,sheriff,3939.0,103,99103,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0152900,2021,7,city,toms river,3892.0,NJ,False,True,SOUTH TOMS RIVER,local_police,3892.0,029,69510,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0151400,2021,3,city,east liverpool,3719.0,OH,False,True,LIVERPOOL TOWNSHIP,local_police,3818.0,029,44226,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0530000,2021,8,county,marion,3601.0,AL,False,True,PERRY,sheriff,3638.0,105,99105,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0621300,2021,7,city,port clinton,3495.0,OH,False,True,CATAWBA ISLAND TOWNSHIP,local_police,3681.0,123,12588,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0070600,2021,9,city,shadyside,3491.0,OH,False,True,SHADYSIDE,local_police,3594.0,013,71640,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0420000,2021,12,county,alma,3324.0,NB,False,True,HARLAN,sheriff,3437.0,083,99083,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0183200,2021,1,city,chagrin falls,3321.0,OH,False,True,MORELAND HILLS,local_police,3460.0,035,52052,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0152000,2021,1,city,,3277.0,OH,False,True,CENTER TOWNSHIP,local_police,3339.0,029,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0150800,2021,1,city,wellsville,3246.0,OH,False,True,WELLSVILLE,local_police,3326.0,029,82740,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OR0230100,2021,9,city,nyssa,3228.0,OR,False,True,NYSSA,local_police,3267.0,045,53750,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0151700,2021,3,city,long beach township,3211.0,NJ,False,True,LONG BEACH TOWNSHIP,local_police,3220.0,029,41250,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0152600,2021,3,city,seaside heights,3174.0,NJ,False,True,SEASIDE HEIGHTS,local_police,3174.0,029,66450,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0082300,2021,1,city,woodbury heights,3085.0,NJ,False,True,WOODBURY HEIGHTS,local_police,3204.0,015,82180,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0400300,2021,8,city,montgomery,3062.0,MN,False,True,MONTGOMERY,local_police,3601.0,079,43738,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0040600,2021,1,city,jefferson,2964.0,OH,False,True,JEFFERSON,local_police,3207.0,007,38500,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0230100,2021,11,city,,2831.0,MN,False,True,CHATFIELD,local_police,3007.0,045,11008,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MN0280100,2021,12,city,caledonia,2743.0,MN,False,True,CALEDONIA,local_police,2823.0,055,09226,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL1020100,2021,1,city,el paso,2689.0,IL,False,True,EL PASO,local_police,2747.0,203,23737,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1560100,2021,10,city,abbeville,2626.0,GA,False,True,ABBEVILLE,local_police,2881.0,315,00184,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1520000,2021,12,county,preston,2572.0,GA,False,True,WEBSTER,sheriff,2588.0,307,81128,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MD0171200,2021,1,city,forest heights,2566.0,MD,False,True,FOREST HEIGHTS,local_police,2588.0,033,28725,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0025900,2021,1,city,south hackensack,2529.0,NJ,False,True,SOUTH HACKENSACK TOWNSHI,local_police,2762.0,003,68970,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KS0780200,2021,1,city,south hutchinson,2498.0,KS,False,True,SOUTH HUTCHINSON,local_police,2515.0,155,66750,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KY0566200,2021,12,city,,2469.0,KY,False,True,WINDY HILLS,local_police,2486.0,111,,leaic_crosswalk,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0320900,2021,1,city,west columbia,2456.0,SC,False,True,PINE RIDGE,local_police,2456.0,063,56950,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0120600,2021,6,city,enon,2375.0,OH,False,True,ENON,local_police,2436.0,023,25452,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OR0080200,2021,8,city,gold beach,2355.0,OR,False,True,GOLD BEACH,local_police,2385.0,015,29900,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
CO0630100,2021,10,city,wray,2352.0,CO,False,True,WRAY,local_police,2368.0,125,86310,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NB0650000,2021,2,county,nelson,2338.0,NB,False,True,NUCKOLLS,sheriff,2384.0,129,99129,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0380600,2021,4,city,kinsey,2302.0,AL,False,True,KINSEY,local_police,2303.0,069,40072,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WV0480100,2021,2,city,paden city,2266.0,WV,False,True,PADEN CITY,local_police,2424.0,103,61636,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX1270100,2021,1,city,anson,2260.0,TX,False,True,ANSON,local_police,2369.0,253,03372,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0620500,2021,2,city,genoa,2256.0,OH,False,True,GENOA,local_police,2284.0,123,29722,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
NJ0191600,2021,3,city,ogdensburg,2228.0,NJ,False,True,OGDENSBURG,local_police,2307.0,037,54660,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0850700,2021,1,city,creston,2187.0,OH,False,True,CRESTON,local_police,2200.0,169,19344,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OR0241000,2021,8,city,turner,2160.0,OR,False,True,TURNER,local_police,2448.0,047,75150,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
KS1030100,2021,1,city,fredonia,2154.0,KS,False,True,FREDONIA,local_police,2243.0,205,24575,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
AL0011600,2021,2,city,graysville,2056.0,AL,False,True,GRAYSVILLE,local_police,2107.0,073,31384,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MI3451500,2021,12,city,lake odessa,2043.0,MI,False,True,LAKE ODESSA,local_police,2138.0,067,44880,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
WI0700400,2021,2,city,,2029.0,WI,False,True,REDGRANITE,local_police,2040.0,137,66625,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
IL0570600,2021,1,city,lexington,2017.0,IL,False,True,LEXINGTON,local_police,2088.0,113,43094,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0183300,2021,3,city,newburgh heights,2016.0,OH,False,True,NEWBURGH HEIGHTS,local_police,2071.0,035,54250,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
MT0230000,2021,12,county,stanford,2011.0,MT,False,True,JUDITH BASIN,sheriff,2130.0,045,99045,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0110600,2021,4,city,st paris,2005.0,OH,False,True,ST PARIS,local_police,2005.0,021,69708,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0185300,2021,6,city,cleveland,1992.0,OH,False,True,VALLEY VIEW,local_police,2005.0,035,79268,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
ID0060100,2021,1,city,aberdeen,1991.0,ID,False,True,ABERDEEN,local_police,1991.0,011,00100,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
OH0680200,2021,1,city,camden,1968.0,OH,False,True,CAMDEN,local_police,1981.0,135,11024,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
GA1500300,2021,2,city,davisboro,1952.0,GA,False,True,DAVISBORO,local_police,1976.0,303,21800,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
