ori9,year,header_months,agency_indicator,city_name,header_population,state_abbr,in_nibrs_lane,in_srs_lane,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,defect,absent_from_both_lanes
SC015990X,2023,9,other agencies,,0.0,SC,False,False,,unknown,0.0,029,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC015NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR COLLETON COUNTY,special_jurisdiction,0.0,029,99029,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC015SP00,2023,12,state police,walterboro,0.0,SC,False,True,HP COLLETON COUNTY,state_law_enforcement,0.0,029,99029,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0162600,2023,3,other agencies,blythewood,0.0,SC,False,True,STP DARLINGTON COUNTY,special_jurisdiction,0.0,031,99031,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC016990X,2023,7,other agencies,,0.0,SC,False,False,,unknown,0.0,031,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC016FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC DARLINGTON COUNTY,special_jurisdiction,0.0,031,99031,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC016NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR DARLINGTON COUNTY,special_jurisdiction,0.0,031,99031,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC016SP00,2023,12,state police,hartsville,0.0,SC,False,True,HP DARLINGTON COUNTY,state_law_enforcement,0.0,031,99031,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0172600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP DILLON COUNTY,special_jurisdiction,0.0,033,99033,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC017990X,2023,11,other agencies,,0.0,SC,False,False,,unknown,0.0,033,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC017FC00,2023,4,other agencies,columbia,0.0,SC,False,True,FC DILLON COUNTY,special_jurisdiction,0.0,033,99033,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC017NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR DILLON COUNTY,special_jurisdiction,0.0,033,99033,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC017SP00,2023,12,state police,dillon,0.0,SC,False,True,HP DILLON COUNTY,state_law_enforcement,0.0,033,99033,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0182600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP DORCHESTER COUNTY,special_jurisdiction,0.0,035,99035,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC018990X,2023,9,other agencies,,0.0,SC,False,False,,unknown,0.0,035,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC018FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC DORCHESTER COUNTY,special_jurisdiction,0.0,035,99035,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC018NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR DORCHESTER COUNTY,special_jurisdiction,0.0,035,99035,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC018SP00,2023,12,state police,st george,0.0,SC,False,True,HP DORCHESTER COUNTY,state_law_enforcement,0.0,035,99035,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0192600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP EDGEFIELD COUNTY,special_jurisdiction,0.0,037,99037,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC019990X,2023,9,other agencies,,0.0,SC,False,False,,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC019FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC EDGEFIELD COUNTY,special_jurisdiction,0.0,037,99037,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC019NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR EDGEFIELD COUNTY,special_jurisdiction,0.0,037,99037,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC019SP00,2023,12,state police,edgefield,0.0,SC,False,True,HP EDGEFIELD COUNTY,state_law_enforcement,0.0,037,99037,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0202600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP FAIRFIELD COUNTY,special_jurisdiction,0.0,039,99039,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC020990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,039,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC020NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR FAIRFIELD COUNTY,special_jurisdiction,0.0,039,99039,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC020SP00,2023,12,state police,winnsboro,0.0,SC,False,True,HP FAIRFIELD COUNTY,state_law_enforcement,0.0,039,99039,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0211300,2023,12,5,,0.0,SC,False,True,FLORENCE REGIONAL AIRPOR,unknown,0.0,041,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0212600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP FLORENCE COUNTY,special_jurisdiction,0.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC021FC00,2023,2,other agencies,columbia,0.0,SC,False,True,FC FLORENCE COUNTY,special_jurisdiction,0.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC021NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR FLORENCE COUNTY,special_jurisdiction,0.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC021SP00,2023,12,state police,florence,0.0,SC,False,True,HP FLORENCE COUNTY,state_law_enforcement,0.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0222600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP GEORGETOWN COUNTY,special_jurisdiction,0.0,043,99043,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC022FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC GEORGETOWN COUNTY,special_jurisdiction,0.0,043,99043,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC022NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR GEORGETOWN COUNTY,special_jurisdiction,0.0,043,99043,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC022SP00,2023,12,state police,georgetown,0.0,SC,False,True,HP GEORGETOWN COUNTY,state_law_enforcement,0.0,043,99043,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0231900,2023,11,university or college,greenville,0.0,SC,False,True,BOB JONES UNIVERSITY,special_jurisdiction,0.0,045,30850,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0232600,2023,3,other agencies,blythewood,0.0,SC,False,True,STP GREENVILLE COUNTY,special_jurisdiction,0.0,045,99045,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC023FC00,2023,4,other agencies,columbia,0.0,SC,False,True,FC GREENVILLE COUNTY,special_jurisdiction,0.0,045,99045,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC023NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR GREENVILLE COUNTY,special_jurisdiction,0.0,045,99045,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC023SP00,2023,12,state police,greenville,0.0,SC,False,True,HP GREENVILLE COUNTY,state_law_enforcement,0.0,045,99045,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0242600,2023,4,other agencies,blythewood,0.0,SC,False,True,STP GREENWOOD COUNTY,special_jurisdiction,0.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC024990X,2023,9,other agencies,,0.0,SC,False,False,,unknown,0.0,047,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC024FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC GREENWOOD COUNTY,special_jurisdiction,0.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC024NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR GREENWOOD COUNTY,special_jurisdiction,0.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC024SP00,2023,12,state police,greenwood,0.0,SC,False,True,HP GREENWOOD COUNTY,state_law_enforcement,0.0,047,99047,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0252600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP HAMPTON COUNTY,special_jurisdiction,0.0,049,99049,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC025990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,049,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC025FC00,2023,2,other agencies,columbia,0.0,SC,False,True,FC HAMPTON COUNTY,special_jurisdiction,0.0,049,99049,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC025NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR HAMPTON COUNTY,special_jurisdiction,0.0,049,99049,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC025SP00,2023,11,state police,vanville,0.0,SC,False,True,HP HAMPTON COUNTY,state_law_enforcement,0.0,049,99049,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0260000,2023,12,county,conway,0.0,SC,False,True,HORRY,sheriff,0.0,051,99051,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC026FC00,2023,2,other agencies,columbia,0.0,SC,False,True,FC HORRY COUNTY,special_jurisdiction,0.0,051,99051,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC026NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR HORRY COUNTY,special_jurisdiction,0.0,051,99051,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0272600,2023,3,other agencies,blythewood,0.0,SC,False,True,STP JASPER COUNTY,special_jurisdiction,0.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC027990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,053,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC027FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC JASPER COUNTY,special_jurisdiction,0.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC027NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR JASPER COUNTY,special_jurisdiction,0.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC027SP00,2023,12,state police,ridgeland,0.0,SC,False,True,HP JASPER COUNTY,state_law_enforcement,0.0,053,99053,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0282600,2023,1,other agencies,blythewood,0.0,SC,False,True,STP KERSHAW COUNTY,special_jurisdiction,0.0,055,99055,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC028990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,055,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC028FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC KERSHAW COUNTY,special_jurisdiction,0.0,055,99055,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC028NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR KERSHAW COUNTY,special_jurisdiction,0.0,055,99055,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0292600,2023,1,other agencies,blythewood,0.0,SC,False,True,STP LANCASTER COUNTY,special_jurisdiction,0.0,057,99057,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC029990X,2023,12,other agencies,,0.0,SC,False,False,,unknown,0.0,057,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC029FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC LANCASTER COUNTY,special_jurisdiction,0.0,057,99057,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC029NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR LANCASTER COUNTY,special_jurisdiction,0.0,057,99057,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC029SP00,2023,12,state police,lancaster,0.0,SC,False,True,HP LANCASTER COUNTY,state_law_enforcement,0.0,057,99057,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0302600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP LAURENS COUNTY,special_jurisdiction,0.0,059,99059,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC030990X,2023,9,other agencies,,0.0,SC,False,False,,unknown,0.0,059,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC030FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC LAURENS COUNTY,special_jurisdiction,0.0,059,99059,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC030NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR LAURENS COUNTY,special_jurisdiction,0.0,059,99059,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC030SP00,2023,12,state police,laurens,0.0,SC,False,True,HP LAURENS COUNTY,state_law_enforcement,0.0,059,99059,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0312600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP LEE COUNTY,special_jurisdiction,0.0,061,99061,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC031FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC LEE COUNTY,special_jurisdiction,0.0,061,99061,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC031NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR LEE COUNTY,special_jurisdiction,0.0,061,99061,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC031SP00,2023,12,state police,bishopville,0.0,SC,False,True,HP LEE COUNTY,state_law_enforcement,0.0,061,99061,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0322600,2023,3,other agencies,blythewood,0.0,SC,False,True,STP LEXINGTON COUNTY,special_jurisdiction,0.0,063,99063,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC032289E,2023,2,5,,0.0,SC,False,False,,unknown,0.0,063,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC032FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC LEXINGTON COUNTY,special_jurisdiction,0.0,063,99063,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC032NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR LEXINGTON COUNTY,special_jurisdiction,0.0,063,99063,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC032SP00,2023,12,state police,columbia,0.0,SC,False,True,HP LEXINGTON COUNTY,state_law_enforcement,0.0,063,99063,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0332600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP MCCORMICK COUNTY,special_jurisdiction,0.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC033990X,2023,7,other agencies,,0.0,SC,False,False,,unknown,0.0,065,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC033FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC MCCORMICK COUNTY,special_jurisdiction,0.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC033NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR MCCORMICK COUNTY,special_jurisdiction,0.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC033SP00,2023,9,state police,greenwood,0.0,SC,False,True,HP MCCORMICK COUNTY,state_law_enforcement,0.0,065,99065,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0342600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP MARION COUNTY,special_jurisdiction,0.0,067,99067,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC034FC00,2023,2,other agencies,columbia,0.0,SC,False,True,FC MARION COUNTY,special_jurisdiction,0.0,067,99067,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC034NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR MARION COUNTY,special_jurisdiction,0.0,067,99067,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC034SP00,2023,12,state police,mullins,0.0,SC,False,True,HP MARION COUNTY,state_law_enforcement,0.0,067,99067,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0352600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP MARLBORO COUNTY,special_jurisdiction,0.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC035990X,2023,11,other agencies,,0.0,SC,False,False,,unknown,0.0,069,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC035FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC MARLBORO COUNTY,special_jurisdiction,0.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC035NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR MARLBORO COUNTY,special_jurisdiction,0.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC035SP00,2023,12,state police,bennettsville,0.0,SC,False,True,HP MARLBORO COUNTY,state_law_enforcement,0.0,069,99069,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0362600,2023,3,other agencies,blythewood,0.0,SC,False,True,STP NEWBERRY COUNTY,special_jurisdiction,0.0,071,99071,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC036990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,071,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC036FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC NEWBERRY COUNTY,special_jurisdiction,0.0,071,99071,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC036NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR NEWBERRY COUNTY,special_jurisdiction,0.0,071,99071,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC036SP00,2023,12,state police,newberry,0.0,SC,False,True,HP NEWBERRY COUNTY,state_law_enforcement,0.0,071,99071,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0372600,2023,1,other agencies,blythewood,0.0,SC,False,True,STP OCONEE COUNTY,special_jurisdiction,0.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC037990X,2023,9,other agencies,,0.0,SC,False,False,,unknown,0.0,073,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC037FC00,2023,5,other agencies,columbia,0.0,SC,False,True,FC OCONEE COUNTY,special_jurisdiction,0.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC037NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR OCONEE COUNTY,special_jurisdiction,0.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC037SP00,2023,12,state police,seneca,0.0,SC,False,True,HP OCONEE COUNTY,state_law_enforcement,0.0,073,99073,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0381400,2023,4,university or college,orangeburg,0.0,SC,False,True,ORANGEBURG CALHOUN TEC C,special_jurisdiction,0.0,075,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0382600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP ORANGEBURG COUNTY,special_jurisdiction,0.0,075,99075,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC038FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC ORANGEBURG COUNTY,special_jurisdiction,0.0,075,99075,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC038NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR ORANGEBURG COUNTY,special_jurisdiction,0.0,075,99075,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0392600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP PICKENS COUNTY,special_jurisdiction,0.0,077,99077,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC039FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC PICKENS COUNTY,special_jurisdiction,0.0,077,99077,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC039NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR PICKENS COUNTY,special_jurisdiction,0.0,077,99077,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC039SP00,2023,12,state police,pickens,0.0,SC,False,True,HP PICKENS COUNTY,state_law_enforcement,0.0,077,99077,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0401400,2023,7,other agencies,columbia,0.0,SC,False,True,STATE MUSEUM,special_jurisdiction,0.0,079,16000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0402600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP RICHLAND COUNTY,special_jurisdiction,0.0,079,99079,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC040FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC RICHLAND COUNTY,special_jurisdiction,0.0,079,99079,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC040NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR RICHLAND COUNTY,special_jurisdiction,0.0,079,99079,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC040SP00,2023,12,state police,columbia,0.0,SC,False,True,HP RICHLAND COUNTY,state_law_enforcement,0.0,079,99079,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0412600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP SALUDA COUNTY,special_jurisdiction,0.0,081,99081,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC041990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,081,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC041FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC SALUDA COUNTY,special_jurisdiction,0.0,081,99081,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC041NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR SALUDA COUNTY,special_jurisdiction,0.0,081,99081,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC041SP00,2023,12,state police,saluda,0.0,SC,False,True,HP SALUDA COUNTY,state_law_enforcement,0.0,081,99081,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0422600,2023,4,other agencies,blythewood,0.0,SC,False,True,STP SPARTANBURG COUNTY,special_jurisdiction,0.0,083,99083,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0423000,2023,12,other agencies,spartanburg,0.0,SC,False,True,SC SCHOOL DEAF BLIND,special_jurisdiction,0.0,083,68290,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC042990X,2023,7,other agencies,,0.0,SC,False,False,,unknown,0.0,083,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC042FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC SPARTANBURG COUNTY,special_jurisdiction,0.0,083,99083,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC042NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR SPARTANBURG COUNTY,special_jurisdiction,0.0,083,99083,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC042SP00,2023,12,state police,spartanburg,0.0,SC,False,True,HP SPARTANBURG COUNTY,state_law_enforcement,0.0,083,99083,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0432600,2023,3,other agencies,blythewood,0.0,SC,False,True,STP SUMTER COUNTY,special_jurisdiction,0.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC043NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR SUMTER COUNTY,special_jurisdiction,0.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC043SP00,2023,12,state police,sumter,0.0,SC,False,True,HP SUMTER COUNTY,state_law_enforcement,0.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0442600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP UNION COUNTY,special_jurisdiction,0.0,087,99087,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
