ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,months,preferred_count,implied_full_year_if_annualized,understatement,reporting_regime,preferred_source
MI7107100,MI,SP PRESQUE ISLE COUNTY,state_law_enforcement,0.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI7107100,MI,SP PRESQUE ISLE COUNTY,state_law_enforcement,0.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI6806800,MI,SP OSCODA COUNTY,state_law_enforcement,0.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI6806800,MI,SP OSCODA COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI6243800,MI,GRANT,local_police,985.0,robbery,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3987800,MI,ROSS TOWNSHIP,local_police,4140.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3987800,MI,ROSS TOWNSHIP,local_police,4140.0,aggravated_assault,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3832600,MI,COLUMBIA TOWNSHIP,local_police,7470.0,robbery,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1136800,MI,EAU CLAIRE,local_police,603.0,murder,11.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1268800,MI,QUINCY,local_police,1616.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1268800,MI,QUINCY,local_police,1616.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1268800,MI,QUINCY,local_police,1616.0,motor_vehicle_theft,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1268800,MI,QUINCY,local_police,1616.0,burglary,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1268800,MI,QUINCY,local_police,1616.0,aggravated_assault,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1211200,MI,BRANCH,sheriff,27085.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1211200,MI,BRANCH,sheriff,27085.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1136800,MI,EAU CLAIRE,local_police,603.0,robbery,11.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
MI1136800,MI,EAU CLAIRE,local_police,603.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1136800,MI,EAU CLAIRE,local_police,603.0,larceny,11.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
MI1136800,MI,EAU CLAIRE,local_police,603.0,burglary,11.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
MI1136800,MI,EAU CLAIRE,local_police,603.0,aggravated_assault,11.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
MI1040700,MI,FRANKFORT,local_police,1291.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1040700,MI,FRANKFORT,local_police,1291.0,rape,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1040700,MI,FRANKFORT,local_police,1291.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1040700,MI,FRANKFORT,local_police,1291.0,motor_vehicle_theft,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1040700,MI,FRANKFORT,local_police,1291.0,burglary,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1040700,MI,FRANKFORT,local_police,1291.0,aggravated_assault,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI0710700,MI,BARAGA,sheriff,8364.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI1964300,MI,OVID,local_police,1618.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2363000,MI,OLIVET,local_police,1887.0,aggravated_assault,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3832600,MI,COLUMBIA TOWNSHIP,local_police,7470.0,rape,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3238700,MI,FAIR HAVEN TOWNSHIP,local_police,1087.0,aggravated_assault,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3832600,MI,COLUMBIA TOWNSHIP,local_police,7470.0,murder,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3832600,MI,COLUMBIA TOWNSHIP,local_police,7470.0,burglary,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3273800,MI,SEBEWAING,local_police,1718.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3273800,MI,SEBEWAING,local_police,1718.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3273800,MI,SEBEWAING,local_police,1718.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3238700,MI,FAIR HAVEN TOWNSHIP,local_police,1087.0,robbery,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3238700,MI,FAIR HAVEN TOWNSHIP,local_police,1087.0,rape,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3238700,MI,FAIR HAVEN TOWNSHIP,local_police,1087.0,murder,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3238700,MI,FAIR HAVEN TOWNSHIP,local_police,1087.0,motor_vehicle_theft,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3238700,MI,FAIR HAVEN TOWNSHIP,local_police,1087.0,burglary,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3151400,MI,LAKE LINDEN,local_police,1047.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2363000,MI,OLIVET,local_police,1887.0,burglary,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3151400,MI,LAKE LINDEN,local_police,1047.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3151400,MI,LAKE LINDEN,local_police,1047.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3151400,MI,LAKE LINDEN,local_police,1047.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI3151400,MI,LAKE LINDEN,local_police,1047.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2878100,MI,TRAVERSE CITY,local_police,15855.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2812800,MI,GRAND TRAVERSE,sheriff,82486.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2812800,MI,GRAND TRAVERSE,sheriff,82486.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2363000,MI,OLIVET,local_police,1887.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2363000,MI,OLIVET,local_police,1887.0,murder,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
MI2363000,MI,OLIVET,local_police,1887.0,motor_vehicle_theft,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
IN0520000,IN,MIAMI,sheriff,25126.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
IN0500200,IN,PLYMOUTH,local_police,11261.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
IN0500200,IN,PLYMOUTH,local_police,11261.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,robbery,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0301000,CO,RED ROCKS COMMUNITY COLL,special_jurisdiction,0.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0301000,CO,RED ROCKS COMMUNITY COLL,special_jurisdiction,0.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0301000,CO,RED ROCKS COMMUNITY COLL,special_jurisdiction,0.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0301000,CO,RED ROCKS COMMUNITY COLL,special_jurisdiction,0.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0301000,CO,RED ROCKS COMMUNITY COLL,special_jurisdiction,0.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0270000,CO,HINSDALE,sheriff,813.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0270000,CO,HINSDALE,sheriff,813.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0270000,CO,HINSDALE,sheriff,813.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0270000,CO,HINSDALE,sheriff,813.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0270000,CO,HINSDALE,sheriff,813.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0270000,CO,HINSDALE,sheriff,813.0,aggravated_assault,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0260000,CO,GUNNISON,sheriff,8238.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0260000,CO,GUNNISON,sheriff,8238.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0260000,CO,GUNNISON,sheriff,8238.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0260000,CO,GUNNISON,sheriff,8238.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0230500,CO,SILT,local_police,3746.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0230500,CO,SILT,local_police,3746.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0230500,CO,SILT,local_police,3746.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0220100,CO,CANON CITY,local_police,17582.0,robbery,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0220100,CO,CANON CITY,local_police,17582.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0220000,CO,FREMONT,sheriff,30008.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0220000,CO,FREMONT,sheriff,30008.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0220000,CO,FREMONT,sheriff,30008.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0340300,CO,IGNACIO,local_police,974.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0340300,CO,IGNACIO,local_police,974.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0340300,CO,IGNACIO,local_police,974.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0420200,CO,MANCOS,local_police,1440.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,motor_vehicle_theft,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,larceny,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,aggravated_assault,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0440300,CO,WIGGINS,local_police,1937.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0440300,CO,WIGGINS,local_police,1937.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0440300,CO,WIGGINS,local_police,1937.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0440300,CO,WIGGINS,local_police,1937.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0440300,CO,WIGGINS,local_police,1937.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0420200,CO,MANCOS,local_police,1440.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0420200,CO,MANCOS,local_police,1440.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0410000,CO,MOFFAT,sheriff,4197.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0350900,CO,NORTHERN COLORADO DRUG T,unknown,0.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0410000,CO,MOFFAT,sheriff,4197.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0400000,CO,MINERAL,sheriff,985.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0400000,CO,MINERAL,sheriff,985.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0400000,CO,MINERAL,sheriff,985.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0400000,CO,MINERAL,sheriff,985.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0350900,CO,NORTHERN COLORADO DRUG T,unknown,0.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0350900,CO,NORTHERN COLORADO DRUG T,unknown,0.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0350900,CO,NORTHERN COLORADO DRUG T,unknown,0.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0350900,CO,NORTHERN COLORADO DRUG T,unknown,0.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0350900,CO,NORTHERN COLORADO DRUG T,unknown,0.0,larceny,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,robbery,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,rape,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,murder,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0590100,AR,HAZEN,local_police,1418.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0740100,AR,AUGUSTA,local_police,1958.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,burglary,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620000,AR,ST FRANCIS,sheriff,9511.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620000,AR,ST FRANCIS,sheriff,9511.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0620000,AR,ST FRANCIS,sheriff,9511.0,motor_vehicle_theft,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0590100,AR,HAZEN,local_police,1418.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CA0012100,CA,SF BART ALAMEDA COUNTY,special_jurisdiction,0.0,murder,1.0,0.0,0.0,0.0,full_monthly,nibrs_srs_equivalent_annual
AR0590100,AR,HAZEN,local_police,1418.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0470800,AR,KEISER,local_police,713.0,robbery,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0470800,AR,KEISER,local_police,713.0,rape,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0470800,AR,KEISER,local_police,713.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0470800,AR,KEISER,local_police,713.0,larceny,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0470800,AR,KEISER,local_police,713.0,aggravated_assault,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0380100,AR,WALNUT RIDGE,local_police,5575.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0370200,AR,STAMPS,local_police,1482.0,robbery,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0370200,AR,STAMPS,local_police,1482.0,murder,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0370200,AR,STAMPS,local_police,1482.0,motor_vehicle_theft,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0740100,AR,AUGUSTA,local_police,1958.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CA0071800,CA,SF BART CONTRA COSTA CO,special_jurisdiction,0.0,murder,1.0,0.0,0.0,0.0,full_monthly,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,motor_vehicle_theft,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0030900,CO,ARAPAHOE COMM COLLEGE,special_jurisdiction,0.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0200200,CO,SIMLA,local_police,698.0,larceny,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0140000,CO,CUSTER,sheriff,5882.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0140000,CO,CUSTER,sheriff,5882.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0110000,CO,CONEJOS,sheriff,7294.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0110000,CO,CONEJOS,sheriff,7294.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0110000,CO,CONEJOS,sheriff,7294.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0110000,CO,CONEJOS,sheriff,7294.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0100300,CO,EMPIRE,local_police,338.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0100300,CO,EMPIRE,local_police,338.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0100300,CO,EMPIRE,local_police,338.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0030900,CO,ARAPAHOE COMM COLLEGE,special_jurisdiction,0.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CA0151000,CA,WASCO,local_police,29071.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0030900,CO,ARAPAHOE COMM COLLEGE,special_jurisdiction,0.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0030900,CO,ARAPAHOE COMM COLLEGE,special_jurisdiction,0.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0030900,CO,ARAPAHOE COMM COLLEGE,special_jurisdiction,0.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0020200,CO,ADAMS STATE UNIVERSITY,special_jurisdiction,0.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0020200,CO,ADAMS STATE UNIVERSITY,special_jurisdiction,0.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0020200,CO,ADAMS STATE UNIVERSITY,special_jurisdiction,0.0,motor_vehicle_theft,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0020200,CO,ADAMS STATE UNIVERSITY,special_jurisdiction,0.0,burglary,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CA0412300,CA,SF BART SAN MATEO CNTY,special_jurisdiction,0.0,rape,1.0,0.0,0.0,0.0,full_monthly,nibrs_srs_equivalent_annual
CA0412300,CA,SF BART SAN MATEO CNTY,special_jurisdiction,0.0,murder,1.0,0.0,0.0,0.0,full_monthly,nibrs_srs_equivalent_annual
CA0380500,CA,SF BART SAN FRANCISCO C,special_jurisdiction,0.0,rape,1.0,0.0,0.0,0.0,full_monthly,nibrs_srs_equivalent_annual
CO0470000,CO,PARK,sheriff,18236.0,rape,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0510000,CO,PUEBLO,sheriff,60352.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
AR0370200,AR,STAMPS,local_police,1482.0,burglary,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
CO0560000,CO,SAN JUAN,sheriff,855.0,aggravated_assault,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,motor_vehicle_theft,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,burglary,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,aggravated_assault,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170100,GA,WAYNESBORO,local_police,5576.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170100,GA,WAYNESBORO,local_police,5576.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0140100,GA,QUITMAN,local_police,4097.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0140100,GA,QUITMAN,local_police,4097.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0130000,GA,BRANTLEY,sheriff,17522.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0130000,GA,BRANTLEY,sheriff,17522.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100400,GA,ENIGMA,local_police,1354.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100400,GA,ENIGMA,local_police,1354.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100400,GA,ENIGMA,local_police,1354.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100400,GA,ENIGMA,local_police,1354.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100400,GA,ENIGMA,local_police,1354.0,burglary,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100200,GA,ALAPAHA,local_police,676.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100200,GA,ALAPAHA,local_police,676.0,rape,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100200,GA,ALAPAHA,local_police,676.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100200,GA,ALAPAHA,local_police,676.0,motor_vehicle_theft,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100200,GA,ALAPAHA,local_police,676.0,burglary,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0100200,GA,ALAPAHA,local_police,676.0,aggravated_assault,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0080500,GA,WHITE,local_police,731.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0080500,GA,WHITE,local_police,731.0,rape,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,rape,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0170300,GA,SARDIS,local_police,999.0,robbery,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0190100,GA,ARLINGTON,local_police,1375.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0331300,GA,COBB CNTY BOARD OF EDUC,special_jurisdiction,0.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0440300,GA,AVONDALE ESTATES,local_police,3513.0,motor_vehicle_theft,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0440300,GA,AVONDALE ESTATES,local_police,3513.0,burglary,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0360200,GA,HARLEM,local_police,4143.0,robbery,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0360200,GA,HARLEM,local_police,4143.0,rape,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0360200,GA,HARLEM,local_police,4143.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0360200,GA,HARLEM,local_police,4143.0,motor_vehicle_theft,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
GA0360200,GA,HARLEM,local_police,4143.0,burglary,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
