ori9,state_abbr,year,total,months,lane,median_hist_total_2018_2023,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,published_as_full_year_zero
OK0200300,OK,2024,0.0,12.0,cius,1.0,ARAPAHO,local_police,657.0,039,02500,srs_agency_header,True
OK0200400,OK,2024,0.0,12.0,cius,1.0,BUTLER,local_police,299.0,039,10450,srs_agency_header,True
OK0572300,OK,2024,0.0,12.0,cius,1.0,WYNONA,local_police,434.0,113,82450,srs_agency_header,True
OK0680600,OK,2024,0.0,12.0,cius,1.0,GANS,local_police,300.0,135,28350,srs_agency_header,True
PA0063200,PA,2024,0.0,12.0,cius,1.0,BERNVILLE,local_police,956.0,011,05848,srs_agency_header,True
PA0131200,PA,2024,0.0,12.0,cius,1.0,BEAVER MEADOWS,local_police,913.0,025,04816,srs_agency_header,True
PA0131600,PA,2024,0.0,12.0,cius,1.0,WEISSPORT,local_police,418.0,025,82080,srs_agency_header,True
PA0320200,PA,2024,0.0,12.0,cius,1.0,HOMER CITY,local_police,1733.0,063,35408,srs_agency_header,True
PA0320500,PA,2024,0.0,12.0,cius,1.0,CHERRY TREE,local_police,340.0,063,13120,srs_agency_header,True
PA0371800,PA,2024,0.0,12.0,cius,1.0,NEW BEAVER,local_police,1425.0,073,53184,srs_agency_header,True
PA0482800,PA,2024,0.0,12.0,cius,1.0,WALNUTPORT,local_police,2119.0,095,80800,srs_agency_header,True
PA0543400,PA,2024,0.0,12.0,cius,1.0,RYAN TOWNSHIP,local_police,2955.0,107,66944,srs_agency_header,True
PA0544500,PA,2024,0.0,12.0,cius,1.0,WALKER TOWNSHIP,local_police,1008.0,107,80576,srs_agency_header,True
PA0545000,PA,2024,0.0,12.0,cius,1.0,REILLY TOWNSHIP,local_police,688.0,107,64088,srs_agency_header,True
PA0580400,PA,2024,0.0,12.0,cius,1.0,MONTROSE,local_police,1484.0,115,50736,srs_agency_header,True
PA0652900,PA,2024,0.0,12.0,cius,1.0,AVONMORE BORO,local_police,953.0,129,03688,srs_agency_header,True
SC0019E00,SC,2024,0.0,12.0,cius,1.0,ERSKINE COLLEGE,special_jurisdiction,0.0,001,21040,srs_agency_header,True
TX0290100,TX,2024,0.0,12.0,cius,1.0,POINT COMFORT,local_police,700.0,057,58568,srs_agency_header,True
TX0911800,TX,2024,0.0,12.0,cius,1.0,GRAYSON COLLEGE,special_jurisdiction,0.0,181,19900,srs_agency_header,True
TX1701800,TX,2024,0.0,12.0,cius,1.0,WOODBRANCH,local_police,1603.0,339,80044,srs_agency_header,True
TX1800100,TX,2024,0.0,12.0,cius,1.0,VEGA,local_police,887.0,359,75188,srs_agency_header,True
AL0420400,AL,2024,0.0,12.0,cius,,HILLSBORO,local_police,518.0,079,34816,srs_agency_header,True
GA0050400,GA,2024,0.0,12.0,cius,,GEORGIA MILITARY COLLEGE,special_jurisdiction,0.0,009,51492,srs_agency_header,True
GA0190300,GA,2024,0.0,12.0,cius,,LEARY,local_police,577.0,037,45600,srs_agency_header,True
GA0290900,GA,2024,0.0,12.0,cius,,ATHENS TECHNICAL COLLEGE,special_jurisdiction,0.0,059,,fbi_cde_agency_roster,True
GA0810400,GA,2024,0.0,12.0,cius,,BARTOW,local_police,256.0,163,05680,srs_agency_header,True
GA0810500,GA,2024,0.0,12.0,cius,,STAPLETON,local_police,399.0,163,73004,srs_agency_header,True
GA0850200,GA,2024,0.0,12.0,cius,,MILNER,local_police,828.0,171,51604,srs_agency_header,True
IA0820800,IA,2024,0.0,12.0,cius,,PRINCETON,local_police,962.0,163,64740,srs_agency_header,True
IL0141500,IL,2024,0.0,12.0,cius,,KASKASKIA COLLEGE,special_jurisdiction,0.0,027,,fbi_cde_agency_roster,True
IL0190600,IL,2024,0.0,12.0,cius,,WATERMAN,local_police,1498.0,037,79163,srs_agency_header,True
IL0562500,IL,2024,0.0,12.0,cius,,BULL VALLEY,local_police,1122.0,111,09531,srs_agency_header,True
IL0601000,IL,2024,0.0,12.0,cius,,LIVINGSTON,local_police,815.0,119,44160,srs_agency_header,True
IL0610900,IL,2024,0.0,12.0,cius,,PATOKA,local_police,560.0,121,58057,srs_agency_header,True
IL0792100,IL,2024,0.0,12.0,cius,,ELLIS GROVE,local_police,346.0,157,23503,srs_agency_header,True
IL0922000,IL,2024,0.0,12.0,cius,,INDIANOLA,local_police,263.0,183,37348,srs_agency_header,True
IN0740600,IN,2024,0.0,12.0,cius,,CHRISNEY,local_police,471.0,147,,fbi_cde_agency_roster,True
KS0010300,KS,2024,0.0,12.0,cius,,MORAN,local_police,511.0,001,48125,srs_agency_header,True
KS0290200,KS,2024,0.0,12.0,cius,,BUCKLIN,local_police,792.0,057,09000,srs_agency_header,True
KS0350300,KS,2024,0.0,12.0,cius,,MONTEZUMA,local_police,981.0,069,47875,srs_agency_header,True
KS0850200,KS,2024,0.0,12.0,cius,,ASSARIA,local_police,426.0,169,02850,srs_agency_header,True
KY0360200,KY,2024,0.0,12.0,cius,,WHEELWRIGHT,local_police,481.0,071,82272,srs_agency_header,True
KY0360500,KY,2024,0.0,12.0,cius,,ALLEN,local_police,179.0,071,00946,srs_agency_header,True
KY0480400,KY,2024,0.0,12.0,cius,,LYNCH,local_police,654.0,095,48540,srs_agency_header,True
KY0520400,KY,2024,0.0,12.0,cius,,CAMPBELLSBURG,local_police,852.0,103,12142,srs_agency_header,True
KY0660100,KY,2024,0.0,12.0,cius,,HYDEN,local_police,341.0,131,38908,srs_agency_header,True
KY0690300,KY,2024,0.0,12.0,cius,,CRAB ORCHARD,local_police,831.0,137,17956,srs_agency_header,True
KY0960200,KY,2024,0.0,12.0,cius,,BUTLER,local_police,640.0,191,11530,srs_agency_header,True
LA0190300,LA,2024,0.0,12.0,cius,,WILSON,local_police,564.0,037,82215,srs_agency_header,True
MA0022500,MA,2024,0.0,12.0,cius,,SAVOY,local_police,682.0,003,60225,srs_agency_header,True
MA0060500,MA,2024,0.0,12.0,cius,,COLRAIN,local_police,1638.0,011,14885,srs_agency_header,True
MA0071400,MA,2024,0.0,12.0,cius,,MONTGOMERY,local_police,828.0,013,,fbi_cde_agency_roster,True
MI3266600,MI,2024,0.0,12.0,cius,,PIGEON,local_police,1205.0,063,64060,srs_agency_header,True
MN0010200,MN,2024,0.0,12.0,cius,,MCGREGOR,local_police,385.0,001,39014,srs_agency_header,True
MN0230500,MN,2024,0.0,12.0,cius,,RUSHFORD,local_police,1861.0,045,56284,srs_agency_header,True
MO0980600,MO,2024,0.0,12.0,cius,,EMMA,local_police,232.0,195,22312,srs_agency_header,True
NB0140300,NE,2024,0.0,12.0,cius,,LAUREL,local_police,966.0,027,26350,srs_agency_header,True
NH0057400,NH,2024,0.0,12.0,cius,,WARREN,local_police,952.0,009,78740,srs_agency_header,True
NY0182500,NY,2024,0.0,12.0,cius,,CORFU VILLAGE,local_police,703.0,037,18201,srs_agency_header,True
NY0503400,NY,2024,0.0,12.0,cius,,NORTH HORNELL VILLAGE,local_police,783.0,101,53055,srs_agency_header,True
PA0032000,PA,2024,0.0,12.0,cius,,WEST KITTANNING,local_police,1174.0,005,83248,srs_agency_header,True
PA0044900,PA,2024,0.0,12.0,cius,,SOUTH HEIGHTS,local_police,450.0,007,72216,srs_agency_header,True
PA0111900,PA,2024,0.0,12.0,cius,,BLACKLICK TOWNSHIP,local_police,1890.0,021,06736,srs_agency_header,True
PA0113500,PA,2024,0.0,12.0,cius,,LORETTO,local_police,1289.0,021,44704,srs_agency_header,True
PA0351700,PA,2024,0.0,12.0,cius,,MAYFIELD,local_police,1762.0,069,48176,srs_agency_header,True
PA0372100,PA,2024,0.0,12.0,cius,,LITTLE BEAVER TOWNSHIP,local_police,1351.0,073,43824,srs_agency_header,True
PA0544200,PA,2024,0.0,12.0,cius,,NORTH UNION TOWNSHIP,local_police,1426.0,107,55472,srs_agency_header,True
PA0544700,PA,2024,0.0,12.0,cius,,BRANCH TOWNSHIP,local_police,2406.0,107,08200,srs_agency_header,True
PA0560500,PA,2024,0.0,12.0,cius,,BOSWELL,local_police,1211.0,111,07712,srs_agency_header,True
PA0561800,PA,2024,0.0,12.0,cius,,ROCKWOOD,local_police,837.0,111,65736,srs_agency_header,True
SC0130400,SC,2024,0.0,12.0,cius,,MCBEE,local_police,852.0,025,43495,srs_agency_header,True
TX0191400,TX,2024,0.0,12.0,cius,,TEXARKANA COLLEGE,special_jurisdiction,0.0,037,72368,srs_agency_header,True
TX0730300,TX,2024,0.0,12.0,cius,,ROSEBUD,local_police,1376.0,145,63188,srs_agency_header,True
TX0780100,TX,2024,0.0,12.0,cius,,CROWELL,local_police,854.0,155,17948,srs_agency_header,True
TX0891000,TX,2024,0.0,12.0,cius,,SMILEY,local_police,490.0,177,,fbi_cde_agency_roster,True
TX0912200,TX,2024,0.0,12.0,cius,,SOUTHMAYD,local_police,1196.0,181,,fbi_cde_agency_roster,True
TX0960200,TX,2024,0.0,12.0,cius,,ESTELLINE,local_police,131.0,191,24636,srs_agency_header,True
TX1100500,TX,2024,0.0,12.0,cius,,ANTON,local_police,1097.0,219,03540,srs_agency_header,True
TX1410600,TX,2024,0.0,12.0,cius,,LOMETA,local_police,877.0,281,43516,srs_agency_header,True
TX1521100,TX,2024,0.0,12.0,cius,,RANSOM CANYON,local_police,1157.0,303,60672,srs_agency_header,True
TX1750700,TX,2024,0.0,12.0,cius,,BLOOMING GROVE,local_police,888.0,349,,fbi_cde_agency_roster,True
WA0380900,WA,2024,0.0,12.0,cius,,PALOUSE,local_police,1084.0,075,52950,srs_agency_header,True
WY0070400,WY,2024,0.0,12.0,cius,,SHOSHONI,local_police,652.0,013,70570,srs_agency_header,True
IL0710300,IL,2023,0.0,12.0,cius,68.0,OREGON,local_police,3570.0,141,56484,srs_agency_header,True
MA0082800,MA,2023,0.0,12.0,cius,49.0,AMHERST COLLEGE,special_jurisdiction,,015,01325,srs_agency_header,True
NC0630300,NC,2023,0.0,12.0,cius,44.0,ROBBINS,local_police,1281.0,125,57000,srs_agency_header,True
OK0120500,OK,2023,0.0,12.0,cius,25.0,FORT TOWSON,local_police,504.0,023,27400,srs_agency_header,True
MA0082600,MA,2023,0.0,12.0,cius,23.0,SMITH COLLEGE,special_jurisdiction,,015,64110,srs_agency_header,True
VT0140600,VT,2023,0.0,12.0,cius,23.0,CHESTER,local_police,3055.0,027,13675,srs_agency_header,True
PA0540400,PA,2023,0.0,12.0,cius,21.5,MCADOO,local_police,2480.0,107,45824,srs_agency_header,True
MN0120200,MN,2023,0.0,12.0,cius,20.0,MONTEVIDEO,local_police,5247.0,023,43720,srs_agency_header,True
PA0140100,PA,2023,0.0,12.0,cius,20.0,BELLEFONTE,local_police,6325.0,027,05256,srs_agency_header,True
PA0321000,PA,2023,0.0,12.0,cius,18.5,INDIANA UNIVERSITY,special_jurisdiction,0.0,063,36816,srs_agency_header,True
OK0340800,OK,2023,0.0,12.0,cius,17.0,RINGLING,local_police,977.0,067,63350,srs_agency_header,True
ID0400400,ID,2023,0.0,12.0,cius,15.0,PINEHURST,local_police,1837.0,079,63100,srs_agency_header,True
IL0970300,IL,2023,0.0,12.0,cius,14.0,NORRIS CITY,local_police,1203.0,193,53403,srs_agency_header,True
LA0190100,LA,2023,0.0,12.0,cius,14.0,CLINTON,local_police,1516.0,037,15990,srs_agency_header,True
NY0082200,NY,2023,0.0,12.0,cius,14.0,GREENE VILLAGE,local_police,1448.0,017,30411,srs_agency_header,True
IA0940200,IA,2023,0.0,12.0,cius,13.5,GOWRIE,local_police,959.0,187,31710,srs_agency_header,True
WI0040400,WI,2023,0.0,12.0,cius,13.5,IRON RIVER,local_police,1310.0,007,37200,srs_agency_header,True
IL0750400,IL,2023,0.0,12.0,cius,13.0,PLEASANT HILL,local_police,928.0,149,60534,srs_agency_header,True
TX0980200,TX,2023,0.0,12.0,cius,13.0,SPEARMAN,local_police,3275.0,195,69476,srs_agency_header,True
TX0190200,TX,2023,0.0,12.0,cius,12.0,MAUD,local_police,1069.0,037,47088,srs_agency_header,True
IA0820500,IA,2023,0.0,12.0,cius,11.0,BLUE GRASS,local_police,1715.0,163,07075,srs_agency_header,True
TX1100400,TX,2023,0.0,12.0,cius,11.0,SOUTH PLAINS COLLEGE,special_jurisdiction,0.0,219,42448,srs_agency_header,True
MO0080100,MO,2023,0.0,12.0,cius,10.0,COLE CAMP,local_police,1189.0,015,15436,srs_agency_header,True
GA0080300,GA,2023,0.0,12.0,cius,9.5,KINGSTON,local_police,968.0,015,43668,srs_agency_header,True
IL0380400,IL,2023,0.0,12.0,cius,9.5,ONARGA,local_police,1308.0,075,56081,srs_agency_header,True
PA0541300,PA,2023,0.0,12.0,cius,9.5,COALDALE,local_police,2435.0,107,14600,srs_agency_header,True
IA0540100,IA,2023,0.0,12.0,cius,9.0,SIGOURNEY,local_police,2013.0,107,73110,srs_agency_header,True
IL0110500,IL,2023,0.0,12.0,cius,9.0,ASSUMPTION,local_police,1172.0,021,02609,srs_agency_header,True
KY0470400,KY,2023,0.0,12.0,cius,9.0,WEST POINT,local_police,942.0,093,81930,srs_agency_header,True
MN0400600,MN,2023,0.0,12.0,cius,9.0,CLEVELAND,local_police,783.0,079,,fbi_cde_agency_roster,True
TX2000700,TX,2023,0.0,12.0,cius,9.0,MILES,local_police,939.0,399,48396,srs_agency_header,True
NY0352400,NY,2023,0.0,12.0,cius,8.5,HIGHLAND FALLS VILLAGE,local_police,3838.0,071,34495,srs_agency_header,True
KY1140400,KY,2023,0.0,12.0,cius,8.0,WOODBURN,local_police,381.0,227,84414,srs_agency_header,True
ME0151700,ME,2023,0.0,12.0,cius,8.0,MILBRIDGE,local_police,1407.0,029,45600,srs_agency_header,True
MO0481300,MO,2023,0.0,12.0,cius,7.5,LAKE TAPAWINGO,local_police,783.0,095,40196,srs_agency_header,True
MO0501900,MO,2023,0.0,12.0,cius,7.0,JEFFERSON COLLEGE,special_jurisdiction,0.0,099,,fbi_cde_agency_roster,True
IL0453300,IL,2023,0.0,12.0,cius,6.5,ELGIN COMMUNITY COLLEGE,special_jurisdiction,0.0,089,23074,srs_agency_header,True
IL0900400,IL,2023,0.0,12.0,cius,6.5,HOPEDALE,local_police,1101.0,179,36126,srs_agency_header,True
NY0582100,NY,2023,0.0,12.0,cius,6.5,WOLCOTT VILLAGE,local_police,1613.0,117,82678,srs_agency_header,True
TX1660300,TX,2023,0.0,12.0,cius,6.5,THORNDALE,local_police,1399.0,331,72776,srs_agency_header,True
WI0660300,WI,2023,0.0,12.0,cius,6.5,BIRCHWOOD,local_police,433.0,129,07550,srs_agency_header,True
IL0080300,IL,2023,0.0,12.0,cius,6.0,MILLEDGEVILLE,local_police,1082.0,015,49191,srs_agency_header,True
IL0453400,IL,2023,0.0,12.0,cius,6.0,CAMPTON HILLS,local_police,11305.0,089,10906,srs_agency_header,True
MO0470200,MO,2023,0.0,12.0,cius,6.0,PILOT KNOB,local_police,719.0,093,57656,srs_agency_header,True
OH0500600,OH,2023,0.0,12.0,cius,6.0,POLAND VILLAGE,local_police,2432.0,099,63954,srs_agency_header,True
OK0230700,OK,2023,0.0,12.0,cius,6.0,SHATTUCK,local_police,1284.0,045,66750,srs_agency_header,True
OK0241500,OK,2023,0.0,12.0,cius,6.0,LAHOMA,local_police,629.0,047,40700,srs_agency_header,True
TX2101600,TX,2023,0.0,12.0,cius,6.0,TENAHA,local_police,1153.0,419,,fbi_cde_agency_roster,True
AR0620600,AR,2023,0.0,12.0,cius,5.0,MADISON,local_police,721.0,123,43280,srs_agency_header,True
IL0451900,IL,2023,0.0,12.0,cius,5.0,WAUBONSEE COMM COLLEGE,special_jurisdiction,0.0,089,73391,srs_agency_header,True
KY0900200,KY,2023,0.0,12.0,cius,5.0,BLOOMFIELD,local_police,1088.0,179,07516,srs_agency_header,True
ME0051300,ME,2023,0.0,12.0,cius,5.0,GOULDSBORO,local_police,1768.0,009,28450,srs_agency_header,True
MN0110700,MN,2023,0.0,12.0,cius,5.0,PILLAGER,local_police,524.0,021,,fbi_cde_agency_roster,True
NY0223400,NY,2023,0.0,12.0,cius,5.0,BLACK RIVER,local_police,1274.0,045,06794,srs_agency_header,True
NY0355800,NY,2023,0.0,12.0,cius,5.0,HIGHLANDS TOWN,local_police,9199.0,071,34550,srs_agency_header,True
PA0111500,PA,2023,0.0,12.0,cius,5.0,SOUTH FORK,local_police,935.0,021,72168,srs_agency_header,True
TX0201700,TX,2023,0.0,12.0,cius,5.0,ALVIN COMMUNITY COLLEGE,special_jurisdiction,0.0,039,02272,srs_agency_header,True
TX2340200,TX,2023,0.0,12.0,cius,5.0,EDGEWOOD,local_police,1763.0,467,22612,srs_agency_header,True
MN0250400,MN,2023,0.0,12.0,cius,4.5,KENYON,local_police,1907.0,049,32840,srs_agency_header,True
MO0060900,MO,2023,0.0,12.0,cius,4.5,LIBERAL,local_police,717.0,011,41906,srs_agency_header,True
OK0310800,OK,2023,0.0,12.0,cius,4.5,MCCURTAIN,local_police,508.0,061,44950,srs_agency_header,True
PA0654000,PA,2023,0.0,12.0,cius,4.5,MANOR,local_police,3550.0,129,47000,srs_agency_header,True
KY0120200,KY,2023,0.0,12.0,cius,4.0,BROOKSVILLE,local_police,662.0,023,10000,srs_agency_header,True
KY0710200,KY,2023,0.0,12.0,cius,4.0,AUBURN,local_police,1651.0,141,02638,srs_agency_header,True
MN0220500,MN,2023,0.0,12.0,cius,4.0,WINNEBAGO,local_police,1391.0,043,70924,srs_agency_header,True
MN0300200,MN,2023,0.0,12.0,cius,4.0,BRAHAM,local_police,1856.0,059,07282,srs_agency_header,True
MO0270400,MO,2023,0.0,12.0,cius,4.0,PRAIRIE HOME,local_police,280.0,053,59726,srs_agency_header,True
OK0411500,OK,2023,0.0,12.0,cius,4.0,TRYON,local_police,502.0,081,74550,srs_agency_header,True
PA0420300,PA,2023,0.0,12.0,cius,4.0,PORT ALLEGANY,local_police,2069.0,083,62088,srs_agency_header,True
IL0790900,IL,2023,0.0,12.0,cius,3.5,RUMA,local_police,311.0,157,66287,srs_agency_header,True
IL0870600,IL,2023,0.0,12.0,cius,3.5,COWDEN,local_police,576.0,173,17055,srs_agency_header,True
KY0670200,KY,2023,0.0,12.0,cius,3.5,JENKINS,local_police,1981.0,133,40312,srs_agency_header,True
MO0241000,MO,2023,0.0,12.0,cius,3.5,OAKVIEW VILLAGE,local_police,395.0,047,53858,srs_agency_header,True
PA0092500,PA,2023,0.0,12.0,cius,3.5,HULMEVILLE,local_police,998.0,017,36192,srs_agency_header,True
PA0580300,PA,2023,0.0,12.0,cius,3.5,LANESBORO,local_police,496.0,115,41336,srs_agency_header,True
TX0140600,TX,2023,0.0,12.0,cius,3.5,ROGERS,local_police,1255.0,027,62924,srs_agency_header,True
IL0571400,IL,2023,0.0,12.0,cius,3.0,STANFORD,local_police,597.0,113,72260,srs_agency_header,True
IL0602600,IL,2023,0.0,12.0,cius,3.0,WORDEN,local_police,1092.0,119,83505,srs_agency_header,True
KY0360300,KY,2023,0.0,12.0,cius,3.0,MARTIN,local_police,562.0,071,50286,srs_agency_header,True
KY0710400,KY,2023,0.0,12.0,cius,3.0,LEWISBURG,local_police,807.0,141,45064,srs_agency_header,True
KY0840200,KY,2023,0.0,12.0,cius,3.0,BURGIN,local_police,1006.0,167,11044,srs_agency_header,True
MA0060300,MA,2023,0.0,12.0,cius,3.0,BUCKLAND,local_police,1872.0,011,09595,srs_agency_header,True
MN0181300,MN,2023,0.0,12.0,cius,3.0,CUYUNA,local_police,370.0,035,,fbi_cde_agency_roster,True
MN0230100,MN,2023,0.0,12.0,cius,3.0,CHATFIELD,local_police,3007.0,045,11008,srs_agency_header,True
MN0280100,MN,2023,0.0,12.0,cius,3.0,CALEDONIA,local_police,2823.0,055,09226,srs_agency_header,True
MN0640700,MN,2023,0.0,12.0,cius,3.0,WALNUT GROVE,local_police,799.0,127,67846,srs_agency_header,True
MO0050300,MO,2023,0.0,12.0,cius,3.0,EXETER,local_police,773.0,009,23122,srs_agency_header,True
NH0055600,NH,2023,0.0,12.0,cius,3.0,LYME,local_police,1764.0,009,44260,srs_agency_header,True
NY0222800,NY,2023,0.0,12.0,cius,3.0,CLAYTON VILLAGE,local_police,1860.0,045,16089,srs_agency_header,True
OK0160300,OK,2023,0.0,12.0,cius,3.0,CHATTANOOGA,local_police,457.0,031,,fbi_cde_agency_roster,True
PA0200500,PA,2023,0.0,12.0,cius,3.0,COCHRANTON,local_police,1109.0,039,14800,srs_agency_header,True
PA0371700,PA,2023,0.0,12.0,cius,3.0,WAMPUM,local_police,674.0,073,80880,srs_agency_header,True
PA0561100,PA,2023,0.0,12.0,cius,3.0,JENNERSTOWN,local_police,677.0,111,38048,srs_agency_header,True
PA0640300,PA,2023,0.0,12.0,cius,3.0,WAYMART,local_police,1312.0,127,81712,srs_agency_header,True
TX0671200,TX,2023,0.0,12.0,cius,3.0,CISCO COLLEGE,special_jurisdiction,0.0,133,,fbi_cde_agency_roster,True
TX0702200,TX,2023,0.0,12.0,cius,3.0,MAYPEARL,local_police,1060.0,139,,fbi_cde_agency_roster,True
TX1781700,TX,2023,0.0,12.0,cius,3.0,DRISCOLL,local_police,752.0,355,21436,srs_agency_header,True
IL0164100,IL,2023,0.0,12.0,cius,2.5,GOLF,local_police,501.0,031,30328,srs_agency_header,True
KY0930300,KY,2023,0.0,12.0,cius,2.5,PEWEE VALLEY,local_police,1650.0,185,60492,srs_agency_header,True
OK0070500,OK,2023,0.0,12.0,cius,2.5,BENNINGTON,local_police,378.0,013,05400,srs_agency_header,True
OK0641700,OK,2023,0.0,12.0,cius,2.5,RATTAN,local_police,298.0,127,61950,srs_agency_header,True
TX1270500,TX,2023,0.0,12.0,cius,2.5,HAWLEY,local_police,625.0,253,32840,srs_agency_header,True
WI0541100,WI,2023,0.0,12.0,cius,2.5,FULTON,local_police,3674.0,105,28075,srs_agency_header,True
AL0280800,AL,2023,0.0,12.0,cius,2.0,HAMMONDVILLE,local_police,495.0,049,32896,srs_agency_header,True
GA1500300,GA,2023,0.0,12.0,cius,2.0,DAVISBORO,local_police,1976.0,303,21800,srs_agency_header,True
IL0140600,IL,2023,0.0,12.0,cius,2.0,ALBERS,local_police,1152.0,027,00555,srs_agency_header,True
IL0430200,IL,2023,0.0,12.0,cius,2.0,ELIZABETH,local_police,729.0,085,23165,srs_agency_header,True
IL0920700,IL,2023,0.0,12.0,cius,2.0,POTOMAC,local_police,711.0,183,61366,srs_agency_header,True
IL0921800,IL,2023,0.0,12.0,cius,2.0,FITHIAN,local_police,474.0,183,26233,srs_agency_header,True
IL0980500,IL,2023,0.0,12.0,cius,2.0,PROPHETSTOWN,local_police,1959.0,195,61977,srs_agency_header,True
KY0040300,KY,2023,0.0,12.0,cius,2.0,LA CENTER,local_police,978.0,007,43336,srs_agency_header,True
KY0561400,KY,2023,0.0,12.0,cius,2.0,WOODLAWN PARK,local_police,978.0,111,,fbi_cde_agency_roster,True
KY1050300,KY,2023,0.0,12.0,cius,2.0,SADIEVILLE,local_police,378.0,209,67656,srs_agency_header,True
KY1170400,KY,2023,0.0,12.0,cius,2.0,SEBREE,local_police,1549.0,233,69222,srs_agency_header,True
LA0050800,LA,2023,0.0,12.0,cius,2.0,EVERGREEN,local_police,286.0,009,,fbi_cde_agency_roster,True
LA0600700,LA,2023,0.0,12.0,cius,2.0,SIBLEY,local_police,1161.0,119,70175,srs_agency_header,True
MN0180700,MN,2023,0.0,12.0,cius,2.0,EMILY,local_police,872.0,035,,leaic_crosswalk,True
MN0280500,MN,2023,0.0,12.0,cius,2.0,HOKAH,local_police,556.0,055,29510,srs_agency_header,True
MO0050700,MO,2023,0.0,12.0,cius,2.0,WASHBURN,local_police,439.0,009,77200,srs_agency_header,True
MO0870100,MO,2023,0.0,12.0,cius,2.0,CENTER,local_police,539.0,173,12592,srs_agency_header,True
MO0890100,MO,2023,0.0,12.0,cius,2.0,HARDIN,local_police,558.0,177,30322,srs_agency_header,True
ND0530400,ND,2023,0.0,12.0,cius,2.0,RAY,local_police,989.0,105,,fbi_cde_agency_roster,True
NY0135000,NY,2023,0.0,12.0,cius,2.0,PINE PLAINS TOWN,local_police,2427.0,027,58156,srs_agency_header,True
NY0222300,NY,2023,0.0,12.0,cius,2.0,BROWNVILLE VILLAGE,local_police,1110.0,045,10231,srs_agency_header,True
NY0222500,NY,2023,0.0,12.0,cius,2.0,GLEN PARK VILLAGE,local_police,490.0,045,29322,srs_agency_header,True
OK0260500,OK,2023,0.0,12.0,cius,2.0,AMBER,local_police,502.0,051,,fbi_cde_agency_roster,True
OK0270700,OK,2023,0.0,12.0,cius,2.0,NASH,local_police,198.0,053,,fbi_cde_agency_roster,True
OK0320400,OK,2023,0.0,12.0,cius,2.0,CALVIN,local_police,321.0,063,,fbi_cde_agency_roster,True
OK0330500,OK,2023,0.0,12.0,cius,2.0,ELDORADO,local_police,415.0,065,23350,srs_agency_header,True
OK0411400,OK,2023,0.0,12.0,cius,2.0,SPARKS,local_police,172.0,081,68950,srs_agency_header,True
OK0660900,OK,2023,0.0,12.0,cius,2.0,TALALA,local_police,279.0,131,,fbi_cde_agency_roster,True
PA0094100,PA,2023,0.0,12.0,cius,2.0,LANGHORNE MANOR,local_police,1488.0,017,41416,srs_agency_header,True
PA0103000,PA,2023,0.0,12.0,cius,2.0,PROSPECT,local_police,1117.0,019,,fbi_cde_agency_roster,True
PA0221600,PA,2023,0.0,12.0,cius,2.0,HALIFAX,local_police,886.0,043,99991,srs_agency_header,True
PA0261100,PA,2023,0.0,12.0,cius,2.0,EVERSON,local_police,760.0,051,24336,srs_agency_header,True
PA0541700,PA,2023,0.0,12.0,cius,2.0,PORT CARBON,local_police,3242.0,107,62128,srs_agency_header,True
PA0561700,PA,2023,0.0,12.0,cius,2.0,INDIAN LAKE,local_police,390.0,111,36888,srs_agency_header,True
PA0632600,PA,2023,0.0,12.0,cius,2.0,HOUSTON,local_police,1239.0,125,35896,srs_agency_header,True
TX2011000,TX,2023,0.0,12.0,cius,2.0,MOUNT ENTERPRISE,local_police,512.0,401,49728,srs_agency_header,True
VA0650300,VA,2023,0.0,12.0,cius,2.0,EASTVILLE,local_police,344.0,131,,fbi_cde_agency_roster,True
WI0420600,WI,2023,0.0,12.0,cius,2.0,WILTON,local_police,520.0,081,87525,srs_agency_header,True
AL0100300,AL,2023,0.0,12.0,cius,1.5,MCKENZIE,local_police,499.0,013,45496,srs_agency_header,True
GA0471100,GA,2023,0.0,12.0,cius,1.5,ALBANY TECHNICAL COLLEGE,special_jurisdiction,0.0,095,,fbi_cde_agency_roster,True
GA1210800,GA,2023,0.0,12.0,cius,1.5,BLYTHE,local_police,777.0,245,09040,srs_agency_header,True
MA0062200,MA,2023,0.0,12.0,cius,1.5,SHUTESBURY,local_police,1774.0,011,61905,srs_agency_header,True
MN0800300,MN,2023,0.0,12.0,cius,1.5,VERNDALE,local_police,574.0,159,66874,srs_agency_header,True
ND0180600,ND,2023,0.0,12.0,cius,1.5,THOMPSON,local_police,1086.0,035,78660,srs_agency_header,True
NY0042600,NY,2023,0.0,12.0,cius,1.5,CATTARAUGUS VILLAGE,local_police,978.0,009,13024,srs_agency_header,True
NY0222600,NY,2023,0.0,12.0,cius,1.5,CAPE VINCENT VILLAGE,local_police,739.0,045,12353,srs_agency_header,True
PA0031100,PA,2023,0.0,12.0,cius,1.5,RURAL VALLEY,local_police,820.0,005,66720,srs_agency_header,True
PA0111100,PA,2023,0.0,12.0,cius,1.5,GEISTOWN,local_police,2325.0,021,28720,srs_agency_header,True
PA0431400,PA,2023,0.0,12.0,cius,1.5,STONEBORO,local_police,990.0,085,74288,srs_agency_header,True
PA0482300,PA,2023,0.0,12.0,cius,1.5,TATAMY,local_police,1480.0,095,76144,srs_agency_header,True
